Surname,CreditScore,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,LogAge,Geography_France,Geography_Germany,Geography_Spain,Gender_Female,Gender_Male
Stevens,749,33,1,74385.98,1,1,0,20164.47,0,3.5263605246161616,1,0,0,1,0
Glover,561,49,5,94754.0,1,1,1,26691.31,0,3.912023005428146,0,1,0,0,1
Ibekwe,676,27,4,0.0,1,0,1,107955.67,0,3.332204510175204,0,0,1,0,1
Paterson,615,43,3,86920.86,1,1,1,150048.37,0,3.784189633918261,0,1,0,0,1
Marsh,582,39,1,132077.48,2,1,0,192255.15,0,3.6888794541139363,1,0,0,1,0
Reeves,601,40,10,127847.86,1,0,0,173245.68,0,3.713572066704308,1,0,0,0,1
Rees,708,34,3,0.0,1,0,1,121457.88,1,3.5553480614894135,1,0,0,0,1
Hanson,708,42,9,176702.36,2,1,1,104804.74,0,3.7612001156935624,0,1,0,0,1
Onwughara,797,33,10,83555.58,1,0,0,69767.14,0,3.5263605246161616,0,1,0,1,0
Odinakachukwu,682,26,8,0.0,2,1,0,178373.43,0,3.295836866004329,1,0,0,0,1
Huang,694,39,9,0.0,2,0,0,99924.04,0,3.6888794541139363,0,0,1,1,0
Trevisani,490,40,1,0.0,1,1,1,49594.19,1,3.713572066704308,1,0,0,1,0
Dale,828,42,10,0.0,1,1,1,186071.14,0,3.7612001156935624,0,0,1,0,1
Pavlova,594,38,7,96858.35,1,1,0,77511.45,0,3.6635616461296463,0,0,1,1,0
Meng,579,33,1,0.0,2,1,1,54816.57,0,3.5263605246161616,0,0,1,0,1
Dean,723,35,0,0.0,2,0,1,61290.99,0,3.58351893845611,1,0,0,1,0
Chiganu,619,42,8,132796.04,3,1,1,191821.35,1,3.7612001156935624,0,1,0,1,0
Lung,794,30,1,154970.54,1,0,1,156768.45,0,3.4339872044851463,0,0,1,1,0
Donaldson,674,44,3,88902.21,1,1,0,73731.32,0,3.8066624897703196,0,1,0,0,1
Li Fonti,418,28,7,98738.92,1,1,0,122190.22,0,3.367295829986474,1,0,0,0,1
Izmailova,502,33,8,0.0,2,1,1,123509.01,0,3.5263605246161616,1,0,0,0,1
Walker,678,50,6,0.0,1,1,0,8199.5,0,3.9318256327243257,1,0,0,1,0
Nnonso,599,40,10,137456.28,2,1,1,14113.11,0,3.713572066704308,0,1,0,0,1
Stevenson,736,29,4,0.0,2,0,0,51705.01,0,3.4011973816621555,1,0,0,0,1
Schnaars,430,60,7,73937.02,1,1,0,161937.62,1,4.110873864173311,1,0,0,1,0
Geoghegan,537,45,7,158621.04,1,1,0,120892.96,1,3.828641396489095,1,0,0,1,0
Ilyina,683,30,1,113257.2,1,1,1,65035.02,0,3.4339872044851463,0,0,1,0,1
Muir,828,31,9,0.0,1,0,1,164257.37,0,3.4657359027997265,1,0,0,0,1
Gardener,691,29,9,116536.43,1,1,0,51987.99,0,3.4011973816621555,1,0,0,1,0
Chidi,608,28,4,0.0,2,1,0,10899.63,1,3.367295829986474,0,0,1,1,0
Fu,691,60,6,101070.69,1,1,0,177355.8,1,4.110873864173311,1,0,0,1,0
Sun,718,39,6,0.0,2,0,1,63889.1,0,3.6888794541139363,0,0,1,0,1
Ting,680,31,3,127331.46,3,1,1,176433.6,0,3.4657359027997265,0,1,0,1,0
Ashton,838,41,5,0.0,2,1,0,81313.51,0,3.7376696182833684,0,0,1,1,0
Uwakwe,695,31,5,0.0,2,0,1,13998.88,0,3.4657359027997265,0,0,1,1,0
Vassiliev,681,46,0,105969.42,1,1,0,5771.56,0,3.8501476017100584,1,0,0,0,1
Kazakova,762,36,5,119547.46,1,1,1,42693.65,0,3.6109179126442243,1,0,0,0,1
Perry,751,38,7,0.0,2,0,0,90839.61,0,3.6635616461296463,0,0,1,0,1
Howell,678,28,5,138668.18,1,1,1,54144.01,0,3.367295829986474,0,0,1,0,1
Ricci,634,37,7,51582.5,2,1,1,184312.88,0,3.6375861597263857,1,0,0,1,0
Smith,749,37,7,0.0,2,1,0,20306.79,0,3.6375861597263857,1,0,0,0,1
Rossi,590,37,6,169902.92,1,1,1,128256.18,0,3.6375861597263857,0,0,1,0,1
Jones,610,27,4,87262.4,2,1,0,182720.07,0,3.332204510175204,1,0,0,1,0
Quezada,502,33,7,0.0,2,0,1,4082.52,0,3.5263605246161616,1,0,0,0,1
McCulloch,578,40,7,0.0,2,0,0,102233.73,0,3.713572066704308,1,0,0,1,0
Tobeolisa,547,32,2,0.0,2,1,0,132002.83,0,3.4965075614664802,1,0,0,1,0
Black,579,27,9,0.0,2,1,0,126838.7,0,3.332204510175204,1,0,0,1,0
Fraser,661,39,5,0.0,2,0,0,181461.46,0,3.6888794541139363,1,0,0,0,1
Green,794,46,6,0.0,2,1,0,195325.74,0,3.8501476017100584,1,0,0,0,1
Allan,719,61,5,0.0,2,0,1,29132.43,0,4.127134385045092,1,0,0,0,1
Akudinobi,728,69,1,0.0,2,1,1,131804.86,0,4.248495242049359,1,0,0,1,0
Walker,598,19,3,150348.37,1,1,1,173784.04,0,2.995732273553991,0,1,0,0,1
Olisaemeka,822,46,3,115074.02,2,1,0,26249.86,0,3.8501476017100584,0,1,0,1,0
Arcuri,670,40,3,0.0,1,1,1,182650.15,0,3.713572066704308,0,0,1,1,0
Liu,850,28,8,99986.98,1,1,0,196582.55,0,3.367295829986474,1,0,0,0,1
Flemming,723,68,3,110357.0,1,0,0,141977.54,1,4.23410650459726,0,1,0,1,0
Bischof,705,42,8,166685.92,2,1,1,55313.51,0,3.7612001156935624,0,1,0,0,1
John,677,40,7,95312.8,1,1,1,62944.75,0,3.713572066704308,0,0,1,0,1
Sinnett,736,43,4,202443.47,1,1,0,72375.03,0,3.784189633918261,1,0,0,0,1
Ts'ui,661,47,0,109493.62,1,0,0,188324.01,1,3.8712010109078907,0,1,0,1,0
Pokrovsky,501,38,9,88977.39,2,0,1,133403.07,0,3.6635616461296463,0,1,0,0,1
Azarov,516,29,2,104982.57,1,1,0,157378.5,0,3.4011973816621555,1,0,0,1,0
McCarthy,517,59,8,154110.99,2,1,0,101240.08,1,4.0943445622221,0,1,0,1,0
Simpson,766,32,6,185714.28,1,1,1,102502.5,0,3.4965075614664802,1,0,0,0,1
Stevenson,520,23,3,116022.53,2,1,1,37577.66,0,3.1780538303479458,0,1,0,1,0
Moore,541,46,6,0.0,2,1,1,83456.67,0,3.8501476017100584,1,0,0,0,1
Chill,790,34,2,164011.48,1,1,0,199420.41,0,3.5553480614894135,0,1,0,1,0
Moore,797,31,9,0.0,2,1,1,24748.89,0,3.4657359027997265,1,0,0,0,1
Su,811,40,1,101514.89,1,1,1,121765.0,0,3.713572066704308,1,0,0,0,1
Rees,722,32,4,0.0,2,1,1,113666.48,0,3.4965075614664802,0,0,1,1,0
Lung,675,28,9,0.0,1,1,0,134110.93,0,3.367295829986474,1,0,0,0,1
Thomas,660,39,9,134599.33,2,1,0,183095.87,0,3.6888794541139363,0,1,0,0,1
Fuller,566,32,10,147511.26,1,1,1,159891.03,0,3.4965075614664802,0,0,1,0,1
Trevisani,768,25,0,78396.08,1,1,1,8316.19,0,3.258096538021482,1,0,0,0,1
Dumolo,610,31,5,0.0,2,0,0,63736.36,0,3.4657359027997265,0,0,1,1,0
Wu,715,31,3,110581.29,1,1,1,94715.24,0,3.4657359027997265,1,0,0,1,0
Kerr,750,42,8,151836.36,2,1,0,68695.38,0,3.7612001156935624,0,1,0,0,1
Geoghegan,431,45,5,83624.55,2,0,0,36899.62,0,3.828641396489095,0,1,0,0,1
Bailey,704,24,2,148197.15,2,1,0,182775.08,0,3.2188758248682006,1,0,0,0,1
Hsia,535,30,5,122924.75,1,0,0,62390.59,1,3.4339872044851463,0,0,1,1,0
Holden,614,38,4,72594.0,1,1,1,76042.48,0,3.6635616461296463,1,0,0,1,0
Milani,748,38,4,115221.36,1,0,1,70956.75,0,3.6635616461296463,1,0,0,0,1
Jamieson,492,51,8,117808.74,2,1,1,67311.12,0,3.9512437185814275,0,1,0,0,1
Ndubueze,573,40,7,147754.68,1,1,1,110454.46,0,3.713572066704308,1,0,0,0,1
Abramova,706,53,3,0.0,3,0,0,88479.02,1,3.9889840465642745,0,0,1,1,0
Wetherspoon,680,31,10,113292.17,1,1,1,122639.73,0,3.4657359027997265,1,0,0,0,1
Middleton,458,36,5,0.0,2,1,0,79723.78,0,3.6109179126442243,0,0,1,0,1
Arcuri,612,44,2,115163.38,1,1,1,97677.52,1,3.8066624897703196,0,1,0,0,1
Calabrese,809,50,10,118098.62,1,1,1,100720.02,1,3.9318256327243257,0,1,0,0,1
Hampton,590,39,9,0.0,2,1,1,104730.52,0,3.6888794541139363,1,0,0,0,1
Clayton,602,35,8,0.0,1,1,1,22499.29,0,3.58351893845611,1,0,0,0,1
Otutodilichukwu,540,37,0,120825.7,1,1,0,28257.89,0,3.6375861597263857,0,0,1,0,1
Chukwuemeka,494,25,6,0.0,2,0,1,109988.09,0,3.258096538021482,1,0,0,0,1
Douglas,797,29,1,0.0,1,0,1,149991.32,0,3.4011973816621555,1,0,0,0,1
Galloway,526,61,6,133845.28,2,1,1,45180.8,0,4.127134385045092,0,1,0,0,1
Sochima,631,38,7,0.0,2,1,0,181605.85,0,3.6635616461296463,0,0,1,0,1
Wilkins,576,29,5,108541.04,1,1,1,126469.09,0,3.4011973816621555,1,0,0,1,0
Rice,405,39,10,0.0,1,1,0,160810.85,1,3.6888794541139363,1,0,0,0,1
Pope,555,30,1,0.0,2,0,0,88146.86,0,3.4339872044851463,1,0,0,0,1
Romani,750,37,2,113817.06,1,0,0,88333.74,0,3.6375861597263857,0,0,1,1,0
Ch'ang,665,28,8,137300.23,1,1,0,90174.83,0,3.367295829986474,1,0,0,0,1
Chizuoke,640,37,5,158024.38,1,1,0,81298.09,0,3.6375861597263857,0,0,1,0,1
Ireland,457,33,7,127837.54,1,0,1,60013.17,0,3.5263605246161616,1,0,0,1,0
Finch,695,36,4,161533.0,1,1,0,100940.91,0,3.6109179126442243,1,0,0,0,1
Meng,645,31,7,161171.7,2,1,0,12599.94,1,3.4657359027997265,1,0,0,0,1
Hibbins,647,32,9,80958.36,1,1,1,128590.73,0,3.4965075614664802,0,0,1,0,1
Chung,808,25,7,0.0,2,0,1,23180.37,0,3.258096538021482,0,0,1,0,1
Black,641,33,2,146193.6,2,1,1,55796.83,1,3.5263605246161616,1,0,0,0,1
Balashov,700,29,8,0.0,2,0,1,152097.02,0,3.4011973816621555,0,0,1,0,1
Palmer,660,26,4,115021.76,1,0,1,162443.05,0,3.295836866004329,0,1,0,0,1
Lea,615,41,1,126773.43,1,1,1,55551.26,0,3.7376696182833684,0,0,1,0,1
Singleton,705,40,3,92889.91,1,1,1,109496.69,0,3.713572066704308,0,1,0,1,0
Burt,718,48,9,0.0,2,1,1,72105.63,0,3.8918202981106265,1,0,0,0,1
Siciliano,754,61,5,146622.35,1,1,1,41815.22,1,4.127134385045092,1,0,0,0,1
Sun,713,45,4,131038.14,1,1,0,74005.04,1,3.828641396489095,0,1,0,0,1
Sauve,587,46,6,88820.29,1,0,0,70224.34,0,3.8501476017100584,1,0,0,1,0
Thompson,569,31,1,115406.97,1,0,0,145528.22,0,3.4657359027997265,0,0,1,0,1
Boni,568,38,3,132951.92,1,0,1,124486.28,0,3.6635616461296463,1,0,0,1,0
Wood,634,74,5,108891.7,1,1,0,10078.02,0,4.31748811353631,0,1,0,0,1
Buccho,770,46,5,141788.63,2,0,0,164967.21,0,3.8501476017100584,0,1,0,1,0
Spencer,676,64,4,116954.32,1,1,1,91149.48,0,4.174387269895637,0,0,1,1,0
Eidson,723,47,10,90450.0,2,0,0,103379.31,1,3.8712010109078907,0,1,0,1,0
Hung,614,39,8,125997.22,1,1,1,128049.34,1,3.6888794541139363,0,1,0,1,0
Melvin,601,41,3,0.0,2,1,0,54342.83,0,3.7376696182833684,0,0,1,1,0
Dawkins,592,60,9,0.0,4,1,1,13614.01,1,4.110873864173311,1,0,0,0,1
Rizzo,605,36,9,0.0,2,0,1,35521.63,0,3.6109179126442243,0,0,1,1,0
Capon,752,31,4,144637.86,2,1,0,40496.72,0,3.4657359027997265,0,0,1,1,0
Ts'ao,677,29,3,86616.35,1,0,0,91903.9,1,3.4011973816621555,1,0,0,1,0
Johnstone,850,31,8,0.0,2,1,0,178667.7,0,3.4657359027997265,1,0,0,0,1
Fleming,608,48,2,127924.25,2,1,0,32202.61,0,3.8918202981106265,0,1,0,1,0
Chang,786,34,9,0.0,2,1,0,117034.32,0,3.5553480614894135,0,0,1,1,0
Gibbs,777,29,9,131240.61,1,1,1,163746.09,1,3.4011973816621555,1,0,0,1,0
Rita,667,31,5,0.0,2,1,1,20346.69,0,3.4657359027997265,0,0,1,0,1
Munro,848,35,5,120046.74,2,1,0,84710.65,0,3.58351893845611,0,0,1,0,1
Duncan,486,39,8,97819.36,1,0,1,120531.31,0,3.6888794541139363,1,0,0,1,0
Okwuadigbo,598,64,1,62979.93,1,1,1,152273.57,0,4.174387269895637,0,0,1,1,0
McIntosh,506,40,3,0.0,1,1,1,144345.58,0,3.713572066704308,1,0,0,1,0
Ch'iu,612,46,9,161450.03,1,1,1,96961.0,1,3.8501476017100584,0,1,0,0,1
Watt,545,30,3,0.0,2,1,0,170307.43,0,3.4339872044851463,1,0,0,0,1
Udinese,793,56,8,119496.25,2,1,0,29880.99,0,4.04305126783455,1,0,0,0,1
Clark,682,30,9,0.0,2,1,1,195104.91,0,3.4339872044851463,1,0,0,1,0
Hsia,517,62,1,43772.66,3,1,0,187756.24,1,4.143134726391533,1,0,0,0,1
Obiuto,684,32,9,100249.41,2,0,1,67599.69,0,3.4965075614664802,1,0,0,0,1
T'ien,692,46,2,0.0,2,1,1,105983.09,0,3.8501476017100584,0,0,1,0,1
McKenzie,740,60,5,108028.08,2,0,0,25980.42,1,4.110873864173311,1,0,0,1,0
Tang,666,71,1,53013.29,2,1,1,112222.64,0,4.276666119016055,0,1,0,0,1
Tu,693,68,2,0.0,2,1,1,59864.96,0,4.23410650459726,1,0,0,0,1
Tsui,757,33,1,122088.67,1,1,0,42581.09,0,3.5263605246161616,0,1,0,0,1
Lynch,684,18,9,90544.0,1,0,1,4777.23,0,2.9444389791664403,0,1,0,0,1
Hung,691,35,6,0.0,2,0,1,178038.17,0,3.58351893845611,0,0,1,0,1
Oluchukwu,842,44,3,141252.18,4,0,1,128521.16,1,3.8066624897703196,1,0,0,0,1
Tuan,482,35,5,147813.05,2,0,0,109029.72,0,3.58351893845611,1,0,0,1,0
Lewis,735,55,6,134140.68,1,1,0,2267.88,0,4.02535169073515,1,0,0,0,1
Chidiebere,681,63,7,0.0,2,1,1,55054.48,0,4.1588830833596715,1,0,0,1,0
Woolacott,616,31,8,0.0,1,0,1,76456.17,0,3.4657359027997265,1,0,0,1,0
Yen,850,35,2,128548.49,4,1,0,75478.95,1,3.58351893845611,1,0,0,1,0
Service,635,43,10,122198.21,2,0,1,179144.54,0,3.784189633918261,1,0,0,0,1
Lin,638,42,8,145177.84,1,1,0,193471.74,1,3.7612001156935624,0,1,0,0,1
Chuang,820,31,2,94222.53,1,1,0,103570.8,0,3.4657359027997265,0,0,1,1,0
Akhtar,694,58,1,143212.22,1,0,0,102628.56,1,4.07753744390572,0,1,0,1,0
Faulkner,713,41,3,0.0,2,1,0,55772.04,0,3.7376696182833684,1,0,0,0,1
Liang,543,41,6,143350.41,1,1,1,192070.16,1,3.7376696182833684,0,1,0,0,1
Dancy,649,41,3,130931.83,1,1,1,144808.37,0,3.7376696182833684,1,0,0,1,0
Duigan,777,30,4,137851.31,1,1,0,5008.23,1,3.4339872044851463,1,0,0,1,0
McLean,561,33,6,0.0,2,0,0,173680.39,0,3.5263605246161616,1,0,0,0,1
Zuyeva,724,41,5,0.0,1,0,1,115753.94,0,3.7376696182833684,0,0,1,0,1
Hankinson,665,51,8,0.0,1,1,1,38928.48,1,3.9512437185814275,0,0,1,1,0
Wei,441,60,1,140614.15,1,0,1,174381.23,0,4.110873864173311,1,0,0,0,1
Afamefula,579,22,3,118680.57,1,1,1,49829.8,0,3.1354942159291497,0,0,1,0,1
Chiang,777,35,7,122917.69,1,1,1,76169.68,0,3.58351893845611,0,1,0,0,1
Myers,739,36,0,0.0,2,0,0,133465.57,0,3.6109179126442243,1,0,0,1,0
Chinedum,660,40,5,131754.11,2,1,1,38761.61,0,3.713572066704308,1,0,0,0,1
Ukaegbunam,554,35,8,0.0,2,1,1,176779.46,0,3.58351893845611,1,0,0,1,0
Akubundu,850,24,6,0.0,2,1,1,13159.9,0,3.2188758248682006,1,0,0,1,0
Sal,842,35,9,119948.09,1,1,0,48217.97,1,3.58351893845611,0,1,0,1,0
Stevenson,785,38,1,0.0,1,1,0,134964.85,1,3.6635616461296463,1,0,0,1,0
Sutherland,550,25,0,0.0,2,1,1,184221.11,0,3.258096538021482,1,0,0,0,1
Ts'ao,750,39,6,0.0,2,0,0,19264.33,0,3.6888794541139363,0,0,1,1,0
Sung,490,38,3,97266.1,1,1,1,92797.23,0,3.6635616461296463,0,0,1,1,0
Pisani,605,28,10,113690.83,1,1,0,33114.24,0,3.367295829986474,0,1,0,0,1
Hs?eh,563,42,6,99056.22,2,1,0,154347.95,1,3.7612001156935624,0,0,1,1,0
Sherrod,675,34,8,0.0,2,1,1,184842.21,0,3.5553480614894135,1,0,0,0,1
Holloway,621,36,7,116338.68,1,1,1,155743.48,0,3.6109179126442243,0,0,1,1,0
Newton,850,40,6,97339.99,1,0,1,88815.25,0,3.713572066704308,1,0,0,0,1
Kang,711,41,3,0.0,2,1,1,193747.57,0,3.7376696182833684,1,0,0,0,1
Walton,549,55,1,137592.31,2,0,1,116548.02,1,4.02535169073515,0,1,0,1,0
Bradley,764,34,6,108760.27,2,1,0,166324.79,1,3.5553480614894135,0,1,0,0,1
Watkins,627,30,3,128770.88,2,1,1,40199.01,0,3.4339872044851463,0,1,0,0,1
Tien,850,34,2,0.0,2,0,0,51919.04,0,3.5553480614894135,1,0,0,1,0
Davide,614,36,1,44054.84,1,1,1,73329.08,0,3.6109179126442243,0,0,1,1,0
Milne,685,44,2,119657.53,1,1,0,145387.05,1,3.8066624897703196,0,1,0,1,0
Barling,683,49,7,108797.63,2,0,0,140763.18,0,3.912023005428146,0,1,0,1,0
Barnett,643,35,2,0.0,2,0,0,67979.35,0,3.58351893845611,0,0,1,0,1
Ellis,561,49,1,102025.32,1,1,0,133051.64,1,3.912023005428146,0,1,0,1,0
Hsia,601,20,9,122446.61,2,1,0,86791.9,0,3.044522437723423,0,0,1,1,0
Chukwujamuike,766,27,7,158786.67,2,0,1,47579.25,0,3.332204510175204,1,0,0,1,0
Venables,699,29,3,125689.29,1,1,1,151623.71,0,3.4011973816621555,1,0,0,0,1
Hsia,850,29,1,154640.41,1,1,1,164039.51,0,3.4011973816621555,0,1,0,0,1
Alexander,792,50,4,146710.76,1,1,0,16528.4,1,3.9318256327243257,0,1,0,1,0
Yuan,636,67,7,136709.35,1,0,1,66753.1,1,4.219507705176107,0,1,0,0,1
Johnston,850,43,5,129305.09,2,0,1,19244.58,0,3.784189633918261,0,1,0,0,1
Hobler,628,40,10,0.0,2,1,0,103832.58,0,3.713572066704308,0,0,1,0,1
Jamieson,736,63,10,0.0,2,0,1,502.7,0,4.1588830833596715,1,0,0,1,0
Macleod,711,21,0,82844.33,2,0,1,1408.68,0,3.091042453358316,1,0,0,1,0
Norris,583,22,2,0.0,2,0,1,5985.36,0,3.1354942159291497,0,0,1,1,0
Pirozzi,757,46,0,0.0,2,1,0,37460.05,0,3.8501476017100584,1,0,0,0,1
Folliero,749,33,10,76692.22,1,0,1,30396.43,0,3.5263605246161616,0,1,0,1,0
Russell,705,34,7,117715.84,1,1,0,2498.67,0,3.5553480614894135,1,0,0,0,1
Hsiung,585,54,8,87105.32,1,1,1,55346.14,0,4.007333185232471,1,0,0,0,1
Tate,437,43,6,0.0,1,1,0,148330.97,1,3.784189633918261,1,0,0,1,0
Davis,741,64,2,69311.16,1,1,1,59237.72,0,4.174387269895637,1,0,0,1,0
Bair,738,26,9,0.0,2,1,1,48644.94,0,3.295836866004329,1,0,0,0,1
Drury,586,33,10,66948.67,2,1,1,140759.03,0,3.5263605246161616,0,0,1,1,0
Padovano,627,57,9,0.0,2,1,1,107712.42,0,4.060443010546419,1,0,0,1,0
Conway,551,76,2,128410.71,2,1,1,181718.73,0,4.343805421853684,0,0,1,0,1
Waters,606,38,3,99897.53,1,0,0,37054.65,0,3.6635616461296463,0,1,0,0,1
Kang,674,22,3,0.0,1,1,1,173940.59,0,3.1354942159291497,1,0,0,0,1
Martin,584,31,6,152622.34,1,1,0,99298.8,0,3.4657359027997265,0,1,0,1,0
Ugochukwutubelum,590,40,8,0.0,2,1,0,62933.03,0,3.713572066704308,1,0,0,0,1
Burns,585,56,4,138227.19,2,1,1,55287.84,0,4.04305126783455,1,0,0,0,1
Genovese,508,25,2,111395.53,1,0,1,48197.06,0,3.258096538021482,1,0,0,1,0
Beale,458,44,7,84386.57,1,1,0,178642.73,0,3.8066624897703196,0,1,0,0,1
Cherkasova,692,36,3,0.0,2,1,1,8282.22,0,3.6109179126442243,1,0,0,1,0
Coles,502,33,5,174673.65,2,1,0,33300.56,0,3.5263605246161616,0,1,0,0,1
Potter,518,46,3,0.0,2,1,0,76515.79,0,3.8501476017100584,1,0,0,0,1
McMinn,660,46,5,109019.65,2,1,1,33680.56,0,3.8501476017100584,0,1,0,0,1
Bergamaschi,698,52,1,107906.75,1,1,0,168886.39,1,3.970291913552122,0,1,0,1,0
Chijindum,678,54,7,128914.97,1,0,0,191746.23,1,4.007333185232471,1,0,0,0,1
Ch'iu,773,63,9,111179.83,1,1,1,93091.02,0,4.1588830833596715,0,0,1,0,1
Yusupova,619,52,8,124099.13,1,0,0,23904.52,0,3.970291913552122,0,1,0,1,0
Davis,684,59,9,122471.09,1,0,1,15807.07,0,4.0943445622221,0,1,0,0,1
Iadanza,635,34,3,134692.4,2,1,1,83773.02,0,3.5553480614894135,1,0,0,0,1
Jordan,680,25,4,123816.5,1,1,1,90162.35,0,3.258096538021482,1,0,0,1,0
Kruglova,608,34,3,106288.54,1,1,1,36639.25,0,3.5553480614894135,0,1,0,0,1
Echezonachukwu,603,55,7,127723.25,2,1,0,139469.11,1,4.02535169073515,0,1,0,1,0
Hajek,579,43,2,145843.82,1,1,1,198402.37,1,3.784189633918261,0,0,1,0,1
Welch,756,34,2,148200.72,1,0,0,194584.48,0,3.5553480614894135,0,1,0,1,0
Vinogradoff,611,30,2,104145.65,1,0,0,159629.64,0,3.4339872044851463,1,0,0,0,1
Hung,532,24,8,142755.25,1,0,0,34231.48,0,3.2188758248682006,0,1,0,0,1
Okwudiliolisa,684,63,3,81245.79,1,1,0,69643.31,1,4.1588830833596715,0,1,0,1,0
Mays,647,33,3,168560.46,2,0,0,90270.16,0,3.5263605246161616,0,1,0,1,0
Gardner,583,38,8,0.0,1,1,0,47848.56,0,3.6635616461296463,1,0,0,0,1
Mamelu,774,42,2,132193.94,2,1,1,162865.52,0,3.7612001156935624,0,1,0,0,1
Ross,677,58,9,0.0,1,0,1,168650.4,0,4.07753744390572,1,0,0,0,1
Barese,542,25,8,139330.1,1,0,0,54372.37,0,3.258096538021482,0,1,0,0,1
Swayne,613,29,0,0.0,2,0,1,133897.32,0,3.4011973816621555,0,0,1,0,1
Phillips,666,40,5,0.0,2,1,0,147878.05,0,3.713572066704308,1,0,0,0,1
Manfrin,777,28,2,134571.5,1,0,1,118313.38,0,3.367295829986474,1,0,0,1,0
Tan,581,50,2,143829.2,2,1,0,181224.24,1,3.9318256327243257,0,1,0,0,1
Adams,705,32,7,0.0,2,1,0,7921.57,0,3.4965075614664802,1,0,0,0,1
Teng,673,44,8,133444.97,1,0,1,5708.19,0,3.8066624897703196,1,0,0,1,0
Chinwendu,594,23,4,104753.84,2,1,0,56756.52,1,3.1780538303479458,0,1,0,1,0
Davison,648,51,2,116574.84,1,1,0,4121.04,1,3.9512437185814275,0,1,0,1,0
Hsing,605,41,10,0.0,2,0,1,97213.09,0,3.7376696182833684,1,0,0,0,1
Castro,734,40,9,176914.8,1,1,1,12799.23,0,3.713572066704308,1,0,0,1,0
Parkin,572,36,8,68348.18,2,0,1,50400.32,0,3.6109179126442243,1,0,0,1,0
Manna,595,33,9,0.0,2,1,1,41447.86,0,3.5263605246161616,1,0,0,1,0
Fennescey,749,42,2,56726.83,2,0,1,185543.35,0,3.7612001156935624,1,0,0,0,1
Colon,573,46,3,65269.23,1,0,1,189988.65,1,3.8501476017100584,0,0,1,0,1
Yeh,624,33,6,66220.17,1,0,1,170819.01,0,3.5263605246161616,0,0,1,0,1
Bergamaschi,703,56,9,0.0,1,0,0,85547.33,1,4.04305126783455,1,0,0,0,1
Matveyeva,665,41,8,96147.55,1,1,0,137037.97,0,3.7376696182833684,1,0,0,1,0
Ignatyeva,648,42,4,0.0,2,1,0,19283.14,0,3.7612001156935624,1,0,0,0,1
Lederer,850,48,2,0.0,1,1,0,169425.3,1,3.8918202981106265,0,0,1,0,1
Nwabugwu,569,32,8,145330.43,1,1,1,132038.65,0,3.4965075614664802,0,1,0,1,0
Abramowitz,566,21,3,0.0,2,1,1,3626.47,0,3.091042453358316,1,0,0,1,0
Chapman,537,47,4,124192.28,2,1,1,50881.51,0,3.8712010109078907,0,1,0,1,0
Fiorentino,706,46,7,111288.18,1,1,1,149170.25,1,3.8501476017100584,0,1,0,1,0
Cecil,734,43,7,107805.67,1,0,0,182505.68,0,3.784189633918261,1,0,0,0,1
Ikechukwu,586,36,5,103700.69,1,1,0,194072.56,1,3.6109179126442243,0,1,0,1,0
Allen,612,38,1,0.0,2,1,1,9209.21,0,3.6635616461296463,1,0,0,1,0
Kao,648,34,0,0.0,1,1,1,167931.81,0,3.5553480614894135,1,0,0,0,1
Hart,557,27,3,87739.08,1,1,1,123096.56,0,3.332204510175204,1,0,0,1,0
Charlton,643,20,0,133313.34,1,1,1,3965.69,0,3.044522437723423,0,0,1,1,0
Turnbull,433,49,10,0.0,1,1,1,87711.61,0,3.912023005428146,1,0,0,1,0
Manners,643,41,7,154902.66,1,1,1,49667.28,0,3.7376696182833684,0,1,0,0,1
Chiazagomekpere,488,36,0,0.0,2,1,0,136675.22,0,3.6109179126442243,1,0,0,1,0
Lavrentyev,758,68,6,112595.85,1,1,0,35865.44,1,4.23410650459726,0,1,0,0,1
Wallace,743,39,3,119695.75,1,0,1,26136.13,0,3.6888794541139363,0,1,0,0,1
Miller,730,47,7,0.0,1,1,0,33373.26,1,3.8712010109078907,1,0,0,1,0
Bazhenov,746,49,7,0.0,2,0,1,10096.25,0,3.912023005428146,0,0,1,0,1
Ifesinachi,666,59,8,152614.51,2,1,1,188782.3,0,4.0943445622221,0,1,0,1,0
Ma,580,33,7,131647.01,2,0,0,79775.19,0,3.5263605246161616,0,1,0,1,0
Chu,850,27,6,96654.72,2,0,0,152740.16,0,3.332204510175204,1,0,0,0,1
Kerr,563,22,3,137583.04,1,0,1,5791.85,0,3.1354942159291497,1,0,0,0,1
Wynne,766,28,3,62717.84,2,1,1,13182.43,0,3.367295829986474,0,1,0,1,0
Moon,659,32,9,95377.13,1,0,1,187551.24,0,3.4965075614664802,1,0,0,0,1
Disher,607,28,1,135936.1,2,1,1,110560.14,0,3.367295829986474,0,0,1,0,1
Cattaneo,644,35,5,161591.11,3,1,1,63795.62,0,3.58351893845611,0,1,0,0,1
Beluchi,746,47,8,142382.03,1,1,1,62086.62,0,3.8712010109078907,1,0,0,0,1
Mazzi,588,33,2,0.0,2,1,1,12483.56,0,3.5263605246161616,0,0,1,0,1
Ifeajuna,691,30,9,0.0,2,0,1,10963.04,0,3.4339872044851463,0,0,1,0,1
